id,title,genres,average_rating,total_rate,view_cnt,poster_url,summary_id
1335,"Blood Beach (1981)",Action|Horror,1.889,18,0,https://m.media-amazon.com/images/M/MV5BNjc0ZmRjMzctYmRkYS00NjQ3LWI0OWEtNTBhNjE1ZDM4OTQ4XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,1335
1336,"Body Parts (1991)",Horror,2.238,42,0,https://m.media-amazon.com/images/M/MV5BNTBiY2FhNzgtODI5NC00MTEzLTg1MzEtNmZhNzAyYWFlMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1336
1337,"Body Snatcher, The (1945)",Horror,3.68,50,0,https://m.media-amazon.com/images/M/MV5BNzNmOTE0YTktZGZmYS00N2RhLWI5NTgtYTAyZjZhYWExMmRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1337
1339,"Bram Stoker's Dracula (1992)",Horror|Romance,3.388,536,0,https://m.media-amazon.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@._V1_SX300.jpg,1339
1340,"Bride of Frankenstein (1935)",Horror,4.208,154,0,https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_SX300.jpg,1340
1341,"Burnt Offerings (1976)",Horror,3.125,32,0,https://m.media-amazon.com/images/M/MV5BMjEzNzYzNTc3Nl5BMl5BanBnXkFtZTgwMDUwNTkyMTE@._V1_SX300.jpg,1341
1342,"Candyman (1992)",Horror,2.848,210,0,https://m.media-amazon.com/images/M/MV5BYjVjYjhlNTQtN2UxOC00Njk5LWFjNDctODNjZTI1ZGM0ZDZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1342
1343,"Cape Fear (1991)",Thriller,3.632,484,0,https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1343
1344,"Cape Fear (1962)",Film-Noir|Thriller,3.992,250,0,https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1344
1345,"Carrie (1976)",Horror,3.636,412,0,https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1345
1346,"Cat People (1982)",Horror,3.34,106,0,https://m.media-amazon.com/images/M/MV5BMTNhY2MyNmYtNzczZi00YWEyLWJlYTgtYzZiMzM1NDE0ZjYxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1346
1347,"Nightmare on Elm Street, A (1984)",Horror,3.399,326,0,https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1347
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,4.229,192,0,https://m.media-amazon.com/images/M/MV5BMTAxYjEyMTctZTg3Ni00MGZmLWIxMmMtOGM2NTFiY2U3MmExXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1348
1349,"Nosferatu a Venezia (1986)",Horror,3.0,10,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,
1350,"Omen, The (1976)",Horror,3.715,302,0,https://m.media-amazon.com/images/M/MV5BZmNjZDcwNTMtMjQxMy00ZTY5LTg4M2YtYjA5NDliNjNhYzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1350
1351,"Blood & Wine (1997)",Drama,3.667,30,0,https://m.media-amazon.com/images/M/MV5BYmJlOTYzOTQtYjM3Yi00NDY3LWEzNDAtNzIxYmFjN2Q2MWNkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,1351
1352,"Albino Alligator (1996)",Crime|Thriller,2.851,94,0,https://m.media-amazon.com/images/M/MV5BYzc0OWIzMDctNDE1Ny00NjMxLTg1YjQtZDIzY2Y4NDhjNDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,1352
1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance,3.012,172,0,https://m.media-amazon.com/images/M/MV5BMDFjOWY0YWItZWNhOC00YmQyLWJhNDktMzEzNWZhMTg2YTQ2XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,1353
1354,"Breaking the Waves (1996)",Drama,3.991,228,0,https://m.media-amazon.com/images/M/MV5BNDYwZTU2MzktNWYxMS00NTYzLTgzOWEtMTRiYjc5NGY2Nzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1354
1355,"Nightwatch (1997)",Horror|Thriller,2.931,58,0,https://m.media-amazon.com/images/M/MV5BYWQyNzdhNTQtZjUzYS00Yzk2LTk3OTEtYzhkYjc4YzJiMGYyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,1355
1356,"Star Trek: First Contact (1996)",Action|Adventure|Sci-Fi,3.727,1062,0,https://m.media-amazon.com/images/M/MV5BYTllZjRkY2QtYTJlMy00ZTMxLWE0YWQtMWMwYzY2YTM3YzRjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1356
1357,"Shine (1996)",Drama|Romance,3.799,448,0,https://m.media-amazon.com/images/M/MV5BMTQzMzcxMzUyMl5BMl5BanBnXkFtZTgwNDI1MjgxMTE@._V1_SX300.jpg,1357
1358,"Sling Blade (1996)",Drama|Thriller,4.162,924,0,https://m.media-amazon.com/images/M/MV5BNGY5NWIxMjAtODBjNC00MmZhLTk1ZTAtNGRhYThlOTNjMTQwXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,1358
1359,"Jingle All the Way (1996)","Adventure|Children's|Comedy",2.406,202,0,https://m.media-amazon.com/images/M/MV5BMmJlYzViNzctMjQ1Ni00ZWQ4LThkN2YtMzI2ZGU5Nzk0NTAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1359
1360,"Identification of a Woman (Identificazione di una donna) (1982)",Drama,2.0,2,0,https://m.media-amazon.com/images/M/MV5BYjEzMjcyNGEtOWQ2MC00Y2Q4LThkZTAtZWEzZmMxZWJhYWM3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,1360
1361,"Paradise Lost: The Child Murders at Robin Hood Hills (1996)",Documentary,4.312,154,0,https://m.media-amazon.com/images/M/MV5BN2EzNWNlZGYtMjQ1YS00YTI4LThkYTctNjRjYzI1NDdmNjEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1361
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,3.86,86,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,
1363,"Preacher's Wife, The (1996)",Drama,2.809,94,0,https://m.media-amazon.com/images/M/MV5BOWFiMGMzYmYtMGZjNy00ZWVkLTllMjAtMTQ2NmU1OWVhMjkxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,1363
1364,"Zero Kelvin (KjÃ¯Â¿Â½rlighetens kjÃ¯Â¿Â½tere) (1995)",Action,3.0,2,0,https://m.media-amazon.com/images/M/MV5BMTUzODA4OTE5M15BMl5BanBnXkFtZTcwOTgwODEzMQ@@._V1_SX300.jpg,1364
1365,"Ridicule (1996)",Drama,3.967,60,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMzJiMThkOWYtYTI0ZS00OWU4LTk5NWYtNDgzMzIwNjk0ZTk5XkEyXkFqcGdeQXVyMjc4MjcxNzI@._V1_SX300.jpg,1365
1366,"Crucible, The (1996)",Drama,3.073,82,0,https://m.media-amazon.com/images/M/MV5BN2ZhOTQ5NGUtNDJiYy00ZTM5LWI5MDItNDI3OGZhYzlhZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,1366
1367,"101 Dalmatians (1996)","Children's|Comedy",2.893,280,0,https://m.media-amazon.com/images/M/MV5BZGMyMjE4OGUtNGZmMC00YzdmLThkMWYtZWIzMmEzNjA4MzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1367
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTQyMzc4NDg1Nl5BMl5BanBnXkFtZTcwMTYwODcxMQ@@._V1_SX300.jpg,1368
1369,"I Can't Sleep (J'ai pas sommeil) (1994)",Drama|Thriller,3.667,6,0,https://m.media-amazon.com/images/M/MV5BMjAzMzk1NDQ3N15BMl5BanBnXkFtZTcwMzM5NjcyMQ@@._V1_SX300.jpg,1369
1370,"Die Hard 2 (1990)",Action|Thriller,3.556,892,0,https://m.media-amazon.com/images/M/MV5BMzMzYzk3ZTEtZDg0My00MTY5LWE3ZmQtYzNhYjhjN2RhZGRjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1370
1371,"Star Trek: The Motion Picture (1979)",Action|Adventure|Sci-Fi,3.103,624,0,https://m.media-amazon.com/images/M/MV5BNzNlMzNlNmQtNmYzNS00YmU5LWIzYWQtMDRkYzIzNzEzOTIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1371
1372,"Star Trek VI: The Undiscovered Country (1991)",Action|Adventure|Sci-Fi,3.417,824,0,https://m.media-amazon.com/images/M/MV5BYTM1ZDc0MDEtYjhhMC00ZWFmLThlMTYtOTI2MTdkZDVhODQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1372
1373,"Star Trek V: The Final Frontier (1989)",Action|Adventure|Sci-Fi,2.709,474,0,https://m.media-amazon.com/images/M/MV5BZTE2NTE0YmYtNTE3YS00NzFmLWJmMDMtZWQ5Njg5NDBmNTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1373
1374,"Star Trek: The Wrath of Khan (1982)",Action|Adventure|Sci-Fi,3.92,1070,0,https://m.media-amazon.com/images/M/MV5BMzcyYWE5YmQtNDE1Yi00ZjlmLWFlZTAtMzRjODBiYjM3OTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1374
1375,"Star Trek III: The Search for Spock (1984)",Action|Adventure|Sci-Fi,3.339,684,0,https://m.media-amazon.com/images/M/MV5BMTliZGVjZmMtNzEzMy00MzVhLWFhYjYtNDhlYmViNGNiMGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1375
1376,"Star Trek IV: The Voyage Home (1986)",Action|Adventure|Sci-Fi,3.713,872,0,https://m.media-amazon.com/images/M/MV5BMGY2MDE2MGQtMjczYi00YTdhLWIzNzktNDk2NzMzZmYwMTJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1376
1377,"Batman Returns (1992)",Action|Adventure|Comedy|Crime,3.065,828,0,https://m.media-amazon.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,1377
1378,"Young Guns (1988)",Action|Comedy|Western,3.371,388,0,https://m.media-amazon.com/images/M/MV5BODA0MWZhNjctZWUxYy00OThjLWJkNGQtZjNlNGMzY2Y0MDBjXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,1378
1379,"Young Guns II (1990)",Action|Comedy|Western,3.043,276,0,https://m.media-amazon.com/images/M/MV5BMTYzZmQxMDUtZjM1ZC00OTYwLWE4MmUtYTUxNzY2MDg0OTRlXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,1379
1380,"Grease (1978)",Comedy|Musical|Romance,3.491,660,0,https://m.media-amazon.com/images/M/MV5BZmUyMDEyOTgtZmUwOS00NTdkLThlNzctNTM1ODQ4M2VhMjdhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1380
1381,"Grease 2 (1982)",Comedy|Musical|Romance,2.128,218,0,https://m.media-amazon.com/images/M/MV5BMjViYmViYzAtNzAxOC00YWM2LTg4M2YtZmQzYWJhZTQzMzkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1381
1382,"Marked for Death (1990)",Action|Drama,2.447,94,0,https://m.media-amazon.com/images/M/MV5BMzcwNTIzZmEtNzMwMC00OTMyLWFiNTQtZjUxZGYzMDk4MzkwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,1382
1383,"Adrenalin: Fear the Rush (1996)",Action|Sci-Fi,1.5,16,0,https://m.media-amazon.com/images/M/MV5BMTc1MjQyMTcyNV5BMl5BanBnXkFtZTYwNjEwOTc5._V1_SX300.jpg,1383
1384,"Substance of Fire, The (1996)",Drama,3.5,4,0,https://m.media-amazon.com/images/M/MV5BNDcyNjkwMTY1OF5BMl5BanBnXkFtZTcwNDAzNTQyMQ@@._V1_SX300.jpg,1384
1385,"Under Siege (1992)",Action,3.216,370,0,https://m.media-amazon.com/images/M/MV5BZWYxMDZkNmMtZjljNS00MDE5LTlmYmItMmVjZWU5NjQwYmI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1385
1386,"Terror in a Texas Town (1958)",Western,1.0,2,0,https://m.media-amazon.com/images/M/MV5BOTM0ZWM1ZTQtYjM2Yi00MGU2LTgyNjAtOWMwZjdlNGY0MmFhXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,1386
1387,"Jaws (1975)",Action|Horror,4.21,1188,0,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1387
1388,"Jaws 2 (1978)",Action|Horror,2.601,276,0,https://m.media-amazon.com/images/M/MV5BN2U1MWE1NTMtYjQ2ZC00MTFmLWFmYjItODMyNGYxOTAyZmEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1388
1389,"Jaws 3-D (1983)",Action|Horror,1.845,168,0,https://m.media-amazon.com/images/M/MV5BM2QwYjhiMzQtN2RiYS00MzgxLThmNzItMmJlNmMyMmQyYTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1389
1390,"My Fellow Americans (1996)",Comedy,3.302,106,0,https://m.media-amazon.com/images/M/MV5BZTNmYTdmOTAtMjYzMS00YjAzLTg1ZTUtNDk3ZWVjYWEwNjFjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,1390
1391,"Mars Attacks! (1996)",Action|Comedy|Sci-Fi|War,2.94,866,0,https://m.media-amazon.com/images/M/MV5BNThlMjBmOWItNjljZi00ZGU4LWJkZjgtNWU1ZjI1MTg4MzczXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,1391
1392,"Citizen Ruth (1996)",Comedy|Drama,3.724,196,0,https://m.media-amazon.com/images/M/MV5BMjA1ZDkxNGEtNWUwZS00MGEwLWEwNDctZjNkNjE3NDcxZGEwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,1392
1393,"Jerry Maguire (1996)",Drama|Romance,3.808,1092,0,https://m.media-amazon.com/images/M/MV5BYTM0ZWNmZTUtOTVkZS00MTZiLTg3M2QtZjA0Y2RmOWM1NWEyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1393
1394,"Raising Arizona (1987)",Comedy,4.047,1020,0,https://m.media-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1394
1395,"Tin Men (1987)",Comedy|Drama,3.28,214,0,https://m.media-amazon.com/images/M/MV5BOGZhMWY4OTUtMTQ2Ni00NzE3LTk1ZTMtNzdkOGFmZTQ4NjY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,1395
1396,"Sneakers (1992)",Crime|Drama|Sci-Fi,3.692,826,0,https://m.media-amazon.com/images/M/MV5BYWM2OWI0OTAtYTVlOC00YTA0LTllMTItNWM5OTIwZDJlYWFmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,1396
1397,"Bastard Out of Carolina (1996)",Drama,3.538,26,0,https://m.media-amazon.com/images/M/MV5BYzRlZWU2NjktYzhkYS00YmFkLTlhMGYtNWZjZjE4Mzc0NWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1397
1398,"In Love and War (1996)",Romance|War,3.0,60,0,https://m.media-amazon.com/images/M/MV5BYWJjOWMwMTItMGY3Yi00NGJhLWJlNmEtODYxNjY2Y2ExZmM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1398
1399,"Marvin's Room (1996)",Drama,3.136,88,0,https://m.media-amazon.com/images/M/MV5BOTk0ZDk3YWItZDZlOC00Y2FiLTgxNzYtODZmYzdkYWVmNmRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1399
1400,"Somebody is Waiting (1996)",Drama,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2OTI4OTY4Nl5BMl5BanBnXkFtZTcwNzczMjgxMQ@@._V1_SX300.jpg,1400
1401,"Ghosts of Mississippi (1996)",Drama,3.302,126,0,https://m.media-amazon.com/images/M/MV5BNDA1MDk0OTExN15BMl5BanBnXkFtZTcwNTA2MzMyMQ@@._V1_SX300.jpg,1401
1404,"Night Falls on Manhattan (1997)",Crime|Drama,3.0,64,0,https://m.media-amazon.com/images/M/MV5BNmE1YWM5NWItYjNmZC00ZmVlLTg2OGEtN2M5NDRhNmJiYTlmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,1404
1405,"Beavis and Butt-head Do America (1996)",Animation|Comedy,3.057,422,0,https://m.media-amazon.com/images/M/MV5BNWY3NmNlYzYtNzY5Yy00Y2Q1LWE1NWEtYzQ2NDM4YTMyYjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1405
1406,"CÃ¯Â¿Â½rÃ¯Â¿Â½monie, La (1995)",Drama,3.5,28,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,1406
1407,"Scream (1996)",Horror|Thriller,3.671,686,0,https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SX300.jpg,1407
1408,"Last of the Mohicans, The (1992)",Action|Romance|War,3.778,810,0,https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,1408
1409,"Michael (1996)",Comedy|Romance,2.912,318,0,https://m.media-amazon.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@._V1_SX300.jpg,1409
1410,"Evening Star, The (1996)",Comedy|Drama,2.775,80,0,https://m.media-amazon.com/images/M/MV5BY2FlZmUyOTYtYjM3Zi00ZjQ0LWIwMjMtYjI0YzhmYmFiNmFhXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,1410
1411,"Hamlet (1996)",Drama,3.883,324,0,https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,1411
1412,"Some Mother's Son (1996)",Drama,3.727,22,0,https://m.media-amazon.com/images/M/MV5BMTEzMDMzNzM2OTdeQTJeQWpwZ15BbWU3MDU3OTM2MjU@._V1_SX300.jpg,1412
1413,"Whole Wide World, The (1996)",Drama,3.125,48,0,https://m.media-amazon.com/images/M/MV5BMzg5YWIxZTgtODJiZC00ZDQ2LWFjYTUtNDNkMjlkZGZmN2I0XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg,1413
1414,"Mother (1996)",Comedy,3.571,154,0,https://m.media-amazon.com/images/M/MV5BZWJjMDEzZjUtYWE1Yy00M2ZiLThlMmItODljNTAzODFiMzc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,1414
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,3.438,32,0,https://m.media-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_SX300.jpg,1415
1416,"Evita (1996)",Drama|Musical,3.402,234,0,https://m.media-amazon.com/images/M/MV5BMDNhZGZiMzYtNzkxNy00MGE0LWE4Y2QtOGIwOTM3ZmY5M2QwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1416
1417,"Portrait of a Lady, The (1996)",Drama,2.944,36,0,https://m.media-amazon.com/images/M/MV5BMWU4ZTgwYmYtZDMwNS00M2YyLTg4NTMtOGIxNWQyMmNiNDUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,1417
1419,"Walkabout (1971)",Drama,3.94,100,0,https://m.media-amazon.com/images/M/MV5BMzI1ZjA3ZDAtYmQ4My00MzZhLWJmYjMtMzc5M2FlMDk2YzExXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1419
1420,"Message to Love: The Isle of Wight Festival (1996)",Documentary,3.5,4,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTEzNDk3NF5BMl5BanBnXkFtZTcwNDUxMzQyMQ@@._V1_SX300.jpg,1420
1421,"Grateful Dead (1995)",Documentary,3.0,10,0,https://m.media-amazon.com/images/M/MV5BMjUzOTg0OTA1OF5BMl5BanBnXkFtZTcwOTQwMDcyMQ@@._V1_SX300.jpg,1421
1422,"Murder at 1600 (1997)",Mystery|Thriller,2.899,198,0,https://m.media-amazon.com/images/M/MV5BN2EyYTAyNjAtNGQ3MC00NTE0LThmNGItN2Q4MWY2YzMyYzczXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,1422
1423,"Hearts and Minds (1996)",Drama,4.375,16,0,https://m.media-amazon.com/images/M/MV5BOTFiMjEyZWMtZjliOS00NjQ3LWIxZDktYWY2MWJlODQzNDlkXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg,1423
1424,"Inside (1996)",Action,0.0,0,0,https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg,1424
1425,"Fierce Creatures (1997)",Comedy,3.406,128,0,https://m.media-amazon.com/images/M/MV5BNzllMGM5ZjItZTlmZi00OGU5LTlmZWQtZWVkNDM2MjEzMzZhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1425
1426,"Zeus and Roxanne (1997)","Children's",2.429,28,0,https://m.media-amazon.com/images/M/MV5BMjU4MmNhNWMtOGZjZi00NDU1LTg5M2UtYWY5YmY3MjQwNzk5XkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_SX300.jpg,1426
1427,"Turbulence (1997)",Thriller,2.0,42,0,https://m.media-amazon.com/images/M/MV5BYzMxNGY4NWQtYjUxOC00ZWYwLWExZTYtNmEwODg5MzFmZmEyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,1427
1428,"Angel Baby (1995)",Drama,2.957,46,0,https://m.media-amazon.com/images/M/MV5BMjAwMDkzNTU5Ml5BMl5BanBnXkFtZTcwMTkzMTMyMQ@@._V1_SX300.jpg,1428
1429,"Jackie Chan's First Strike (1996)",Action,3.322,236,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,1429
1430,"Underworld (1997)",Thriller,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,1430
1431,"Beverly Hills Ninja (1997)",Action|Comedy,2.582,196,0,https://m.media-amazon.com/images/M/MV5BNGU1NzQ1ZmItZGVmNC00NWQ4LWEwYTYtOTc4NWE1MmY0YTk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1431
1432,"Metro (1997)",Action,2.585,106,0,https://m.media-amazon.com/images/M/MV5BYmI1ZGNiYTUtOTllNi00YWU5LThmNmItODM2N2I4OTEyYmQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1432
1433,"Machine, The (1994)",Comedy|Horror,1.0,4,0,https://m.media-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1433
1434,"Stranger, The (1994)",Action,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX300.jpg,1434
1436,"Falling in Love Again (1980)",Comedy,1.667,6,0,https://m.media-amazon.com/images/M/MV5BNjQ3NGFjY2ItZDRjOS00N2NjLTk2YTAtNWY4NWYyMzFhZjI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1436
1437,"Cement Garden, The (1993)",Drama,2.778,18,0,https://m.media-amazon.com/images/M/MV5BMTAxMTQwNTE3NTBeQTJeQWpwZ15BbWU3MDIxMzQzMzE@._V1_SX300.jpg,1437
1438,"Dante's Peak (1997)",Action|Thriller,2.766,248,0,https://m.media-amazon.com/images/M/MV5BMTA1MWM3Y2MtM2YyMS00ZGI1LTgwMGQtMzczYjA5ZThmZTQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,1438
1439,"Meet Wally Sparks (1997)",Comedy,2.267,30,0,https://m.media-amazon.com/images/M/MV5BYzQxNzhkNzQtNjRiYy00ZGRhLWE0NDEtYzY4ZWEyN2Q1M2ViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1439
1440,"Amos & Andrew (1993)",Comedy,2.742,62,0,https://m.media-amazon.com/images/M/MV5BNTZhNzhmNWEtNjllOC00YjE1LWE1ZDUtYTk4MzUwZTk0Y2IyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1440
1441,"Benny & Joon (1993)",Comedy|Romance,3.454,366,0,https://m.media-amazon.com/images/M/MV5BMTUwMzkyNjIzMl5BMl5BanBnXkFtZTcwMDMyNDcyNA@@._V1_SX300.jpg,1441
1442,"Prefontaine (1997)",Drama,3.15,80,0,https://m.media-amazon.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@._V1_SX300.jpg,1442
1443,"Tickle in the Heart, A (1996)",Documentary,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NDg0NDM1OV5BMl5BanBnXkFtZTcwNTA2NTYyMQ@@._V1_SX300.jpg,
